MlsId,MlsName,DateListed,StreetAddress,Price,Bedrooms,FullBathrooms,HalfBathrooms,ThreeQuarterBathrooms,Appliances,Rooms,Description
316010184,ITECH,2016-10-31,3263 Orlando Road,3950.00,4,3,1,,,"bedrooms,bathrooms","San Marino Schools! Located in a quiet cul de sac, this traditional single story ranch home has 4 bedrooms and 3.5 bath including permitted guest house ( approx.545 sqft) in San Marino school district"
16176498,CLAW,2016-11-01,610 N Orlando AVE,3550.00,2,2,,,"Microwave,RangeOven","bedrooms,bathrooms","Extensively Remodeled Units for Lease in prime and hip WeHo! Modern designer finishes include French Oak laminate wood flooring throughout, a kitchen complete with stainless steel appliances, Caesarst"
316010241,ITECH,2016-11-02,555 Sierra Madre Boulevard,2485000.00,4,1,,3,"Free Standing Gas,Oven-Gas","bedrooms,bathrooms","Located in the desirable city of San Marino, near the prestigious Huntington Library, perched up and set back from the street, is this 4 bedrooms 4 baths whimsical traditional. It has been extensively"
16171784,CLAW,2016-11-03,1227 GRANVILLE AVE,969000.00,3,3,,,RangeOven,"bedrooms,bathrooms","Spacious two story, top floor condo with 3 bedrooms and 3 bathrooms. Close proximity to the area's best bars and restaurants. Condo has vaulted ceilings, hardwood floors in living room, loft ideal for"
16172836,CLAW,2016-11-03,1102 GALLOWAY ST,5985000.00,6,8,,,"Built-Ins,Range Hood,RangeOven","bedrooms,bathrooms","A grand union of modern craftsmanship and traditional architecture, this magnificent Cape Cod was conceived by EMMA, the developers responsible for the redesign of Santa Barbara Airport's historic ter"
16177116,CLAW,2016-11-03,11435 BIONA DR,1368000.00,4,1,1,1,Oven,"bedrooms,bathrooms","Beautiful Four Bedroom + Studio home. Located on a Corner Lot. Warm & inviting spacious living room filled w/ character touches such as peg & groove hardwood floors, wood beam ceiling and decorative f"
16177332,CLAW,2016-11-03,3850 GLENALBYN DR,650000.00,3,2,,,Microwave,"bedrooms,bathrooms",Impeccable home!!! Tons of upgrades!!! Remodeled kitchen with stainless steel appliances and granite counter tops. 2-car attached garage. Zoning is possible for backyard expansion. Lots of possibiliti
316010261,ITECH,2016-11-03,265 West California Boulevard #8,608000.00,3,1,1,1,"Cooktop - Gas,Oven","bedrooms,bathrooms","Fantastic three bedroom townhome located in Cal Ritz-Park complex across from Singer Park. Conveniently located close to Old Town, Rose Parade route, Huntington Hospital. This unit is bright and light"
316010267,ITECH,2016-11-03,0 Roselawn,150000.00,0,,,,,,Great Opportunity! Buyer needs to check with City of Glendale and LA County Flood Control for possible specific uses of this property. Plans drawn in 2005 are available for viewing.
16177234,CLAW,2016-11-04,849 S BROADWAY,2649000.00,2,2,1,,"Built-Ins,Microwave,RangeOven","bedrooms,bathrooms","From the unprecedented Penthouse Collection of actor, producer, musician and real estate investor Johnny Depp comes this two story, 2 bedroom/3 bath residence featuring 2,400 square feet of vibrantly-"
16177260,CLAW,2016-11-04,849 S BROADWAY,2750000.00,2,2,1,,"Built-Ins,Microwave,RangeOven","bedrooms,bathrooms","From the unprecedented Penthouse Collection of actor, producer, musician and real estate investor Johnny Depp comes this two story, 2 bedroom/3 bath residence situated within Los Angeles's most archit"
16177272,CLAW,2016-11-04,849 S BROADWAY,1999000.00,1,1,1,,"Built-Ins,Microwave,RangeOven","bedrooms,bathrooms","From the unprecedented Penthouse Collection of actor, producer, musician and real estate investor Johnny Depp comes this two story, 1 bedroom/2 bath residence sitting atop the landmark Eastern Columbi"
16178870,CLAW,2016-11-09,255 MAIN ST,6495.00,2,2,,,"Built-Ins,Range Hood,RangeOven","bedrooms,bathrooms","One of a kind 2 bedroom, 2 bath modern penthouse with loft plus ocean views. This New York style Penthouse has high ceilings, lots of natural light, and a sunken living room with fireplace! The open f"
316010451,ITECH,2016-11-09,2079 Skyview Drive,2175000.00,5,5,,1,,"bedrooms,bathrooms",A dramatic backdrop of the San Gabriel Mountains and mature scenery frames the magnificent setting for this superb Mediterranean revival located in Altadena's premier estate area. Home to a celebrity 
16174844,CLAW,2016-11-10,11730 CHENAULT ST,3295000.00,4,4,1,,Built-Ins,"bedrooms,bathrooms","Located in a highly desirable Brentwood location, this delightful Traditional home is filled with charm and character. Flooded with natural light, this home boasts three en-suite bedrooms upstairs, in"
316010426,ITECH,2016-11-10,391 West Harriet Street,650000.00,3,2,,,RangeOven,"bedrooms,bathrooms","Wonderful traditional 3 bedrooms, 2 bathrooms home located in Altadena. Granite counter-tops in the kitchen and baths, newer cabinets throughout. Light and bright living room with fireplace, formal di"
16178020,CLAW,2016-11-11,1290 OAKWOOD DR,1188000.00,2,1,,1,"Range Hood,RangeOven","bedrooms,bathrooms","Come away to this enchanting cottage in an idyllic, creekside setting to escape the city hustle and relax. Verdant green lawns surround you as you stroll up the stone path to this two bedroom, two bat"
16178966,CLAW,2016-11-11,942 VENEZIA AVE,1795000.00,2,2,,,"Built-Ins,Microwave,RangeOven,Oven","bedrooms,bathrooms","Impeccably updated Spanish Modern in the heart of Venice Beach. A tall secluded hedge welcomes you to the grassy front yard and porch. A wide-open floor plan, live edge center island and large grassy "
16179426,CLAW,2016-11-11,330 S BARRINGTON AVE,749000.00,2,2,,,"Built-Ins,RangeOven,Built-In And Free Standing","bedrooms,bathrooms","2+2 beautifully updated condo, located on the back of the complex and overlooking the park-like wooded area owned by the VA. This is a very idyllic and tranquil location that is convenient to everythi"
16179532,CLAW,2016-11-11,5340 DENNY AVE,1100000.00,0,,,,,,"Approved 8-Unit construction project in the NoHo Arts District. The Project is stamped ""Ready-to-Issue"" and ready to go. A stone's throw from everything that the North Hollywood Arts District has to o"
16179540,CLAW,2016-11-11,5625 CASE AVE,1650000.00,0,,,,,,"Bring your Developers! This property is perfect for a Small Lot Subdivision. Build 10 Units by Right. The site is made up of two full lots and a bit more for a total of over 16,000 square feet. With t"
316010528,ITECH,2016-11-13,27815 Zion Court,569900.00,4,3,,,Oven,"bedrooms,bathrooms",Beautiful Hillcrest home for sale with 4 bedrooms (1 downstairs) and 3 baths. Upon entering you will be greeted with a beautiful living room with high ceilings along with dining area. Enjoy entertaini
16179602,CLAW,2016-11-14,2919 GRAYSON AVE,3986000.00,3,1,,1,"Built-In BBQ,Built-Ins,Microwave,RangeOven","bedrooms,bathrooms","Embodying the relaxed casual elegance and privacy of a European-style compound, this exquisitely designed contemporary home on a tree-lined Venice street is the realization of every coastal California"
316010536,ITECH,2016-11-14,5042 Indianola Way,2600000.00,5,4,,,Built-In BBQ,"bedrooms,bathrooms","5042 Indianola Way is a one of a kind property, located on a desirable cul-de-sac in La Canada Flintridge, close to Paradise Canyon Elementary and town. This handsome single story traditional home fea"
16181224,CLAW,2016-11-18,4714 LA VILLA MARINA,839000.00,2,2,1,,"Built-Ins,RangeOven","bedrooms,bathrooms","Exquisitely renovated multilevel mid century town home 2 + 2.5 end unit with bonus office/nursery. Open floor plan. Spacious kitchen with stainless steel sink, oven and dishwasher. Cozy secluded patio"
16181228,CLAW,2016-11-18,33583 MULHOLLAND HWY,7488000.00,4,4,1,,"Built-In BBQ,Built-Ins,Range Hood,RangeOven","bedrooms,bathrooms","Set to awe-inspiring ocean views and soaring sandstone mountain peaks, this striking home, built by world-renowned Architect Ed Niles, affords the rare opportunity to live within the majesty of nature"
316010634,ITECH,2016-11-18,574 Garfield Avenue,785000.00,2,3,,,"Built-Ins,Microwave,Oven,RangeOven,Range Hood","bedrooms,bathrooms",Located in the prestigious and desirable Franciscan Woods. This tri-level townhouse is exceptional in every aspect. The newly built front deck is ideal for relaxing and entertaining with amazing views
316010702,ITECH,2016-11-18,545 Westgate Street,1025000.00,4,1,,1,Built-In Gas,"bedrooms,bathrooms","ALARM IS ON.Two-story Victorian home with an inviting wraparound porch and lots of character throughout and many nice upgrades including copper plumbing, updated electrical and central air. Large livi"
